"SiteCode","S","Sprey","Spred","L","D","C","G","sG","V","sV","Cc","nCc","Bc","nBc","NODF2","weighted_NODF","Qb","norm_Qb","nb_of_modules","Qn"
"ETP104",85,63,22,413,4.8588,0.298,17.7727,17.835,6.2063,4.1897,0.00548910496654919,0.461084817190132,50.7294117647059,0.0389626818469323,80.5761287689365,51.0204888066007,0.392092597942481,0.660303623090298,3,0.244445025869794
"ETP105",87,63,24,456,5.2414,0.3016,18,16.8058,6.8571,4.8655,0.00535659104066586,0.460666829497264,51.8965517241379,0.0363930937756928,79.3891104578608,50.0997402960644,0.48003716044633,0.654252783995484,4,0.240247770919067
"ETP106",87,61,26,400,4.5977,0.2522,14.3846,16.1742,6.1311,4.5073,0.00525927812423031,0.452297918683807,53.7356321839081,0.035823754789272,79.2738300990386,50.806664739857,0.456963325251971,0.573073878962761,5,0.258957934170265
"ETP122",73,50,23,337,4.6164,0.293,13.6522,11.4519,6.28,4.5358,0.0060238062623552,0.433714050889574,48.7123287671233,0.0451876890233055,65.7542909875773,44.2043658551734,0.402015408425051,0.583309734840946,4,0.245253357134164
"ETP138",82,63,19,378,4.6098,0.3158,18.8947,17.7166,5.6984,3.7444,0.00574691128689894,0.465499814238814,47.9512195121951,0.0429670425736515,79.4891790785214,50.9418111940042,0.555843651942972,0.765179792685916,4,0.231694353706132
"ETP139",80,61,19,330,4.125,0.2847,16.3684,17.7332,5.0984,3.4385,0.00587683653498213,0.464270086263588,47.1125,0.0436226851851852,83.2438596953028,56.0234591402537,0.575416942717098,0.765222416707811,5,0.263893053214917
"ETP14",83,56,27,405,4.8795,0.2679,14,11.685,6.75,4.9369,0.00506680604760045,0.415478095903237,59.7951807228916,0.0418148116943298,57.5798982041641,33.2259898819724,0.557377146290237,0.84559082456249,4,0.245121917079589
"ETP140",74,53,21,263,3.5541,0.2363,11.5238,9.1685,4.566,4.1301,0.00542770098142328,0.3962221716439,57.6756756756757,0.0554573804573805,51.0267002623741,28.8570309658156,0.434367041725854,0.559292446638336,5,0.2725906700362
"ETP141",67,51,16,180,2.6866,0.2206,10.25,9.7605,3.2157,2.6931,0.00602185491992052,0.397442424714754,51.7462686567164,0.0689950248756219,51.6467116117654,29.4623513682653,0.530231987583624,0.831614861264364,4,0.328822129684711
"ETP142",62,51,11,135,2.1774,0.2406,11.2727,10.9553,2.4314,1.7579,0.00649478846298249,0.396182096241932,48.3548387096774,0.0967096774193548,49.7851975718517,27.9018569150148,0.361420405963262,0.5048365321769,5,0.358090530697191
"ETP143",80,61,19,358,4.475,0.3089,17.8421,20.4403,5.5574,3.0958,0.00595654550525131,0.470567094914853,46.2375,0.0428125,84.055783188651,55.8554080781125,0.269290900835984,0.426736324809166,4,0.247787610619469
"ETP145",75,61,14,215,2.8667,0.2518,14.3571,19.1094,3.2951,2.2312,0.00631053792449885,0.466979806412915,43.6933333333333,0.056017094017094,71.2549593661405,48.8173942143229,0.472080987295032,0.695983235141816,4,0.326229548773545
"ETP148",67,61,6,155,2.3134,0.4235,24.8333,26.0877,2.4426,1.0087,0.00754197226714048,0.497770169631271,34.2835820895522,0.114278606965174,62.5532666354232,39.9687905400357,0.443721176468127,0.595430314405699,4,0.230259898202784
"ETP149",78,64,14,391,5.0128,0.4364,26.9286,25.1899,5.8906,2.1757,0.00640201633809149,0.492955258033045,41.3461538461538,0.0504837043298582,79.3777921172132,53.0856691428595,0.492152773306755,0.723665662700924,4,0.155738800667
"ETP15",83,61,22,304,3.6627,0.2265,12.8182,13.9817,4.623,3.4984,0.00521120890717771,0.427319130388572,56.7590361445783,0.0450468540829987,65.1801026252533,40.327577173612,0.520578798526003,0.669485141818386,6,0.288277752628138
"ETP150",70,61,9,203,2.9,0.3698,21.5556,23.6649,3.1803,1.4084,0.00709453806429223,0.489523126436164,37.1714285714286,0.0774404761904762,76.3415942052344,51.8810625169569,0.346844940232199,0.903929404949498,3,0.221596343926028
"ETP151",85,64,21,396,4.6588,0.2946,17.8571,19.7694,5.8594,3.9031,0.00556189729058359,0.467199372409021,49.6235294117647,0.0393837535014006,83.9873638542528,54.3324248378157,0.370131618139793,0.48177639985739,5,0.267072
"ETP153",75,62,13,345,4.6,0.428,25.5385,24.4118,5.3548,2.1355,0.00669488373248873,0.495421396204166,39.32,0.0537158469945355,82.1475588183909,56.7875384767475,0.533169776488131,0.922171734724535,3,0.182628102772536
"ETP154",77,63,14,302,3.9221,0.3424,20.5714,20.1636,4.5714,2.5191,0.00623737200999653,0.474040272759736,43.5584415584416,0.0540427314620863,80.2685208005336,53.7347854306346,0.518280387222087,0.792004711505418,4,0.217676986882716
"ETP155",84,61,23,385,4.5833,0.2744,15.7391,18.8057,5.9344,3.8896,0.0055556890531681,0.461122191412952,50.2738095238095,0.0380862193362193,82.5354557807119,54.4083171645266,0.180555873746259,0.303129815955931,4,0.278715545923507
"ETP158",73,59,14,242,3.3151,0.293,16.2857,16.0453,3.8644,2.8312,0.00646369408128399,0.465385973852447,42.5205479452055,0.0563932996620762,79.2946641047135,58.4768966877597,0.35660328779598,0.625659617276515,4,0.26302323791936
"ETP159",82,64,18,328,4,0.2847,17.2222,17.7749,4.8438,3.2476,0.00558297944099464,0.452221334720566,50.9146341463415,0.0475393409396279,75.2679493707981,47.0666899212676,0.307933563814892,0.506306406188053,5,0.270332986472425
"ETP16",82,62,20,325,3.9634,0.2621,15.25,15.9634,4.9194,3.5265,0.00551925994579208,0.447060055609159,51.7926829268293,0.0446873882026137,73.3694189491888,47.5586605256525,0.560542626990955,0.738849446679023,5,0.241698468153722
"ETP160",86,61,25,348,4.0465,0.2282,12.92,15.9998,5.2951,3.8788,0.00526503094987493,0.447527630739369,54.093023255814,0.0375645994832041,79.3062412013487,51.3782506994145,0.524786562371049,0.797964179740037,4,0.290293207066108
"ETP162",76,61,15,288,3.7895,0.3148,18.2,19.2398,4.4754,2.7665,0.00632126335160517,0.474094751370388,42.9605263157895,0.0511434837092732,84.5117812309435,57.365348124834,0.368653721105621,0.987908291208521,2,0.242201022420803
"ETP163",76,62,14,264,3.4737,0.3041,17.8571,17.1188,4.0323,2.7756,0.00620815848224878,0.465611886168658,44.2631578947368,0.0558173491736909,77.2140867533613,50.842911684997,0.313735254436485,0.472601645002392,4,0.263856
"ETP164",77,63,14,268,3.4805,0.3039,18.1429,20.4031,4.0317,2.3621,0.00614294279756333,0.466863652614813,44.961038961039,0.0557829267506687,76.8495610430928,53.0155261619625,0.0643805439370078,0.262466434548885,4,0.249116498232996
"ETP165",76,61,15,268,3.5263,0.2929,16.8667,19.2757,4.1475,2.7619,0.00628819362979097,0.471614522234322,43.4078947368421,0.0516760651629073,82.6966087013007,54.4883497209079,0.147846464524156,0.294265156548133,4,0.269977659391648
"ETP166",78,61,17,313,4.0128,0.3018,17.4118,18.2827,4.8525,3.4002,0.00611695913635992,0.471005853499714,44.5641025641026,0.0464209401709402,83.8276397189491,58.3759135265628,0.172984572543478,0.25224478390067,5,0.269243060628196
"ETP167",80,61,19,326,4.075,0.2813,16.1579,17.973,5.0328,3.6192,0.0058870185791999,0.465074467756792,46.8875,0.0434143518518519,84.2852736105181,57.9567290932003,0.329140570715776,0.419099744962149,5,0.266867552971385
"ETP169",59,44,15,200,3.3898,0.303,12.3333,10.2725,4.2045,3.2175,0.00760112582881761,0.440865298071421,38.1525423728814,0.0633763162340222,69.0174026294388,46.5227246411833,0.305591689621814,0.436555358270008,4,0.256800584368152
"ETP17",64,48,16,196,3.0625,0.2552,11.25,12.2665,3.75,2.6777,0.00685674715446159,0.43197507073108,42.90625,0.0608599290780142,70.6514500387049,48.3272445374161,0.514116125556695,0.723605181623342,5,0.274876543209876
"ETP171",76,61,15,261,3.4342,0.2852,16.4,19.3679,4.0328,2.6139,0.00627959661791849,0.470969746343887,43.4868421052632,0.0517700501253133,82.6490381265983,57.6020860231387,0.38649175975595,0.55190127276219,4,0.264971247273448
"ETP172",71,59,12,212,2.9859,0.2994,16.6667,16.5218,3.3898,2.6131,0.00680835524970703,0.476584867479492,39.3943661971831,0.0617466554814782,78.3463527384758,56.7441944398968,0.401829152284581,0.539173730725982,5,0.29545
"ETP173",96,64,32,495,5.1562,0.2417,14.4688,16.2778,7.2344,5.4591,0.00470371389812317,0.446852820321702,60.5208333333333,0.0309886499402628,74.7348291440818,44.798660513923,0.451223345885817,0.61706846639638,4,0.281150726084462
"ETP174",77,61,16,305,3.961,0.3125,18.0625,19.3131,4.7377,2.9206,0.00622555320528575,0.473142043601717,43.7142857142857,0.0485714285714286,83.5721150233018,58.9999958647017,0.312583012767139,0.43690125985134,4,0.237796482321812
"ETP177",88,64,24,310,3.5227,0.2018,11.9167,13.95,4.4688,3.956,0.00497925035790521,0.433194781137753,58.6818181818182,0.0404981491938014,69.0119112675832,42.0182067706064,0.466344284996947,0.669766576132681,4,0.288852755635972
"ETP179",77,59,18,263,3.4156,0.2476,13.6111,14.8726,4.1525,3.2527,0.00596739845690653,0.453522282724896,47.0909090909091,0.0477595426885488,76.5606572564648,55.0024951862004,0.43775276930926,0.564521657118666,5,0.285997501041233
"ETP18",85,58,27,419,4.9294,0.2676,14.5185,11.5704,6.7586,5.1582,0.00489826686532467,0.411454416687273,62.4,0.0421052631578947,55.880753144646,31.8461946628572,0.514429487464888,0.654858623580006,6,0.266789879216993
"ETP180",77,59,18,272,3.5325,0.2561,14.1111,14.8913,4.3051,3.5295,0.00598055395106018,0.454522100280574,46.961038961039,0.0476278285608914,78.695845551122,56.6164822021929,0.324888637931435,0.472834508649337,3,0.282689565379131
"ETP183",86,63,23,423,4.9186,0.2919,17.3913,16.6153,6.3492,4.8332,0.00537713426422188,0.45705641245886,52.1162790697674,0.0382084157402987,78.4216696622062,48.8244773553194,0.259702649920745,0.357808574794313,5,0.2558375
"ETP184",73,62,11,250,3.4247,0.3666,21.7273,23.5716,3.8548,1.8804,0.00677056427329613,0.487480627677321,39.2054794520548,0.0642712777902538,77.4584892938331,54.9070178707897,0.505155760241355,0.70327818799423,4,0.233556835489575
"ETP185",74,61,13,220,2.973,0.2774,15.9231,19.7883,3.3934,2.0435,0.00646407724192804,0.471877638660747,42.2432432432432,0.0586711711711712,76.8620285039724,52.0350452307999,0.476899987269465,0.764697678731338,3,0.289645032556186
"ETP186",81,60,21,348,4.2963,0.2762,15.5714,16.8866,5.45,4.069,0.00578289215936364,0.462631372749092,47.9753086419753,0.040657041222013,80.3612167743946,54.0240824064588,0.451844858778344,0.606232317089553,4,0.288266045693871
"ETP187",76,61,15,200,2.6316,0.2186,12.3333,16.2598,3.0328,2.5098,0.00614635537054433,0.460976652790825,45.1184210526316,0.0537124060150376,75.6941060661991,50.627578852385,0.430883145549468,0.568512799945507,5,0.320467494521549
"ETP188",82,64,18,290,3.5366,0.2517,15.1111,15.5408,4.25,3.319,0.00552874648148992,0.447828465000684,51.5487804878049,0.0481314477010316,72.0728649885147,45.6076325845873,0.486975687253029,0.625421689573352,5,0.266273788927335
"ETP19",88,62,26,415,4.7159,0.2574,14.9615,14.1633,6.2742,4.8322,0.00506869540325837,0.440976500083478,56.8636363636364,0.0372876304023845,70.5867777836854,44.8444363229274,0.416768226904306,0.610349012531516,5,0.262931119937087
"ETP192",76,61,15,262,3.4474,0.2863,16.4667,17.4187,4.0492,2.6983,0.00614727897538671,0.461045923154004,45.1447368421053,0.0537437343358396,77.495505559765,51.3721135310283,0.431298351463653,0.583125770997386,4,0.243439492533889
"ETP195",87,64,23,307,3.5287,0.2086,12.3478,14.2114,4.4375,3.7113,0.00506151867512192,0.435290606060485,57.5057471264368,0.0414904380421622,69.0396973666035,42.0124659304915,0.455633487969233,0.620659884323639,4,0.287740527673081
"ETP197",76,63,13,298,3.9211,0.3639,21.9231,21.0415,4.5238,2.5581,0.00641652890413155,0.481239667809866,41.7236842105263,0.056080220713073,79.6741569391418,56.3143341695779,0.308893715621186,0.477433535404764,4,0.23917513080948
"ETP198",71,61,10,179,2.5211,0.2934,16.9,22.2134,2.7705,1.5534,0.00685384630889584,0.479769241622709,39.2535211267606,0.0726917057902973,65.4957159565581,43.5835555555556,0.512729231339332,0.866640759885322,3,0.293547144707818
"ETP2",91,63,28,484,5.3187,0.2744,16.2857,15.5298,7.2381,5.8907,0.00506770457930279,0.456093412137251,55.1758241758242,0.0329604684443394,81.697812897222,49.614621396771,0.349445761185729,0.437076218850075,5,0.252120844875347
"ETP200",82,62,20,268,3.2683,0.2161,12.4,14.1808,4,3.3584,0.00541928551729633,0.438962126901003,53.4024390243902,0.0460763063195774,70.1929068982168,43.125592638447,0.359994879907341,0.450088727246199,6,0.302175468262226
"ETP203",79,61,18,301,3.8101,0.2741,15.7222,17.6462,4.6393,3.0607,0.0059495652427891,0.464066088937549,46.493670886076,0.0455820302804666,80.6333494149005,54.4350914617257,0.0981424399613474,0.170075132560884,5,0.278727415749978
"ETP206",90,64,26,460,5.1111,0.2764,16.6923,18.4733,6.7812,4.7692,0.00515660242370431,0.458937615709683,54.2777777777778,0.0344620811287478,83.1076666629023,52.5362183347317,0.556226170490015,0.900120543689003,3,0.267323578755123
"ETP207",72,61,11,195,2.7083,0.2906,16.7273,20.761,3.0164,1.9104,0.00673143031586164,0.477931552426176,40.0138888888889,0.0666898148148148,71.3849012451553,48.8974990526715,0.392856501618316,0.617017161248913,4,0.30210302457467
"ETP208",71,61,10,175,2.4648,0.2869,16.5,22.0668,2.7049,1.4645,0.00684186494737894,0.478930546316526,39.3943661971831,0.0729525299947835,64.2719064327485,44.7993015873016,0.505506103686093,0.732210018966225,5,0.303985307621672
"ETP209",74,61,13,207,2.7973,0.261,14.9231,19.67,3.1803,2.1253,0.00644443375571744,0.470443664167373,42.4594594594595,0.0589714714714715,70.3427307012626,46.6907811208126,0.497087483591281,0.71042514667275,4,0.312626208948878
"ETP21",90,63,27,454,5.0444,0.2669,15.8148,15.5564,6.7778,5.0175,0.00495850410893867,0.441306865695542,58.1777777777778,0.0360904328646264,72.3747986362087,45.833422358296,0.469519640259825,0.770010393170318,5,0.238738763444104
"ETP210",75,61,14,241,3.2133,0.2822,16.2143,20.0237,3.7213,2.2959,0.00637121198912305,0.471469687195106,42.92,0.055025641025641,81.148161484746,56.8995258404557,0.484070506153476,0.686310245455326,5,0.271400570552504
"ETP211",68,54,14,215,3.1618,0.2844,14.3571,12.7678,3.7222,2.6092,0.00643820702067258,0.431359870385063,45.7647058823529,0.0664219243575514,63.2211009268119,38.8838882925611,0.415163240853298,0.672917952910948,4,0.28536422365783
"ETP212",86,63,23,404,4.6977,0.2788,16.5652,17.228,6.0476,4.6505,0.00543374461135104,0.461868291964838,51,0.0373900293255132,84.8761358466055,51.8243450617891,0.424294970594647,0.583615246817227,4,0.252030504061008
"ETP22",75,56,19,285,3.8,0.2679,14,12.741,4.75,3.3262,0.00562128363527554,0.41597498901039,53.9066666666667,0.0544511784511785,58.2818492634549,35.7163657763593,0.527201615361596,0.763398429793227,4,0.251116513087229
"ETP223",88,64,24,373,4.2386,0.2428,14.5417,16.2748,5.4531,4.1516,0.00507580148848916,0.441594729498557,56.9772727272727,0.0393217893217893,73.0368607299236,45.4954001060022,0.472325804122893,0.630300422241186,5,0.279201320186205
"ETP224",75,61,14,235,3.1333,0.2752,15.7857,18.5521,3.623,2.6215,0.00635481343029869,0.470256193842103,43.0266666666667,0.0551623931623932,75.1762190018717,50.6105373023645,0.513492170521777,0.707701333797284,4,0.30638193321185
"ETP225",76,63,13,263,3.4605,0.3211,19.2308,20.1045,3.9683,2.3068,0.00629139615032758,0.471854711274569,43.3815789473684,0.0583085738539898,76.8833305473281,50.7128105632537,0.461793393693654,0.598315739564482,6,0.2548
"ETP226",75,63,12,266,3.5467,0.3519,21.1667,21.5062,4.0317,2.2502,0.00645693981467,0.47781354628558,41.7733333333333,0.0612512218963832,80.7684226249957,54.0226629393361,0.391329425345102,0.640876776296463,4,0.227106454212908
"ETP227",70,61,9,208,2.9714,0.3789,22.1111,23.0567,3.2623,1.4821,0.00710667915081559,0.490360861406276,37,0.0770833333333333,78.4296385390056,55.1544053058692,0.597167267059622,0.7698144217956,5,0.223731723946365
"ETP228",76,61,15,259,3.4079,0.2831,16.2667,19.1627,4,2.6394,0.00626856672186212,0.470142504139659,43.671052631579,0.0519893483709273,81.1390119770373,57.3828785340413,0.387901300612337,0.532733520555264,4,0.279091642031712
"ETP23",81,55,26,346,4.2716,0.242,12.3077,11.3623,5.8182,4.6432,0.00505396093148241,0.404316874518593,61.2345679012346,0.0453589391860997,56.9583904017844,30.9392350538759,0.477606239988813,0.829125717384199,5,0.282197265625
"ETP230",70,61,9,203,2.9,0.3698,21.5556,23.458,3.1803,1.5865,0.00710208539931903,0.490043892553013,37.0285714285714,0.0771428571428571,78.3793654823017,54.9896646761599,0.305524068261578,0.967508835908058,2,0.230205122754809
"ETP231",72,61,11,203,2.8194,0.3025,17.4545,22.4738,3.1475,1.5474,0.00674531626206964,0.478917454606944,40.0416666666667,0.0667361111111111,76.7757058428565,53.3898074097711,0.353475220805873,0.877028584146837,3,0.251085069444444
"ETP232",75,63,12,266,3.5467,0.3519,21.1667,21.4172,4.0317,2.2068,0.00645754568635168,0.477858380790024,41.7466666666667,0.0612121212121212,79.8627069384479,53.8568966392146,0.281131146016863,0.481999201050712,4,0.230655961311923
"ETP234",87,63,24,340,3.908,0.2249,13.1667,13.4832,5.0159,4.2936,0.00498726661655276,0.428904929023537,59.1149425287356,0.0414550789121568,68.4918869063038,45.8114029974928,0.467039113225458,0.782703276017075,4,0.282626982855312
"ETP236",73,63,10,277,3.7945,0.4397,26.7,21.2292,4.2381,1.9153,0.00678489455472526,0.488512407940219,38.8493150684932,0.0696224284381598,78.8633094944011,52.598706684964,0.230398005905545,0.354576602385742,4,0.201994697639187
"ETP237",76,61,15,335,4.4079,0.3661,21.3333,21.7737,5.2459,2.6119,0.00645397389172407,0.484048041879305,41.5921052631579,0.0495144110275689,84.1860566963246,56.9586963449333,0.335586512997022,0.48917517042419,4,0.231533203125
"ETP239",81,64,17,309,3.8148,0.284,17.1765,18.406,4.5625,3.044,0.00568555531862756,0.454844425490205,49.8024691358025,0.0494072114442485,74.0944954467259,48.7743351315306,0.318792111910885,0.435237165684075,4,0.272072621504973
"ETP24",90,62,28,405,4.5,0.2333,13.4643,13.6368,6.0806,4.7917,0.00489390030739969,0.435557127358573,59.3666666666667,0.0360453349524388,69.3316076637759,40.4541451053282,0.363899030766996,0.95122388169593,2,0.267200923105066
"ETP240",83,62,21,359,4.3253,0.2757,16.0952,14.5976,5.4516,4.276,0.00546586076135484,0.448200582431097,52.0843373493976,0.0426920797945882,72.6485169644589,47.6180660192125,0.412162478161506,0.556043007762964,4,0.248879591050733
"ETP242",83,64,19,371,4.4699,0.3051,18.5263,20.7936,5.5,3.3806,0.00575065492468095,0.471553703823838,47.6024096385542,0.0419774335436986,84.6680479533451,54.6634743957093,0.486727861314518,0.742983636342529,3,0.246319731404959
"ETP243",78,57,21,314,4.0256,0.2623,13.9524,14.1862,5.1404,3.8704,0.00593650134831366,0.457110603820152,46.9487179487179,0.0419184981684982,76.6103959162161,53.2164630992344,0.420835149640166,0.549823139143201,5,0.257347202646507
"ETP244",82,64,18,334,4.0732,0.2899,17.5556,17.5272,4.9375,3.4818,0.00560039168641368,0.453631726599508,50.5487804878049,0.0471977408849719,75.8190183520192,47.7557234537167,0.349285445998465,0.500402119451688,4,0.272502403460984
"ETP245",79,61,18,300,3.7975,0.2732,15.6667,17.7068,4.623,3.4408,0.00596402527722807,0.46519397162379,46.2151898734177,0.0453090096798213,83.017133982378,54.6050787616597,0.400362773027409,0.513895938365842,5,0.287208892912832
"ETP246",80,59,21,326,4.075,0.2631,14.5238,14.271,5.1695,3.966,0.00572627486851761,0.452375714612891,49.1625,0.0423814655172414,75.9907384072148,54.0263154987128,0.370482552062149,0.488821965836317,5,0.252050524052674
"ETP247",76,59,17,273,3.5921,0.2722,15.0588,14.9602,4.339,3.6654,0.00612315722917021,0.459236792187765,45.3815789473684,0.0489025635208711,80.6804654751245,58.3412973411859,0.353956395474755,0.506090355146325,4,0.277313232421875
"ETP248",82,61,21,371,4.5244,0.2896,16.6667,17.382,5.7377,3.9068,0.00572477552436197,0.463706817473319,48.2926829268293,0.0402439024390244,82.940195135602,56.2459326961657,0.348808727836076,0.504839726083827,4,0.238906122448979
"ETP27",94,63,31,506,5.383,0.2591,15.3226,13.3576,7.5397,5.9428,0.00465086999923862,0.432530909929192,62.9148936170213,0.0338252116220545,66.6917063195472,42.5727940202424,0.319431397238501,0.416740103922753,6,0.246501939058172
"ETP28",73,54,19,262,3.589,0.2554,12.7895,12.3134,4.5,3.2491,0.00579175007575006,0.417006005454004,52.1643835616438,0.0546796473392493,60.0627821400569,35.8958359097432,0.419504352197789,0.750621359637562,6,0.268014699656218
"ETP3",91,64,27,595,6.5385,0.3443,21.037,19.4847,8.875,5.0095,0.00524192005128463,0.471772804615616,52.2307692307692,0.0318869165023011,81.3749437119582,49.6964130507761,0.359985644126422,0.474992203335196,5,0.226725228129339
"ETP30",64,54,10,166,2.5938,0.3074,15.6,12.7035,2.8889,2.125,0.00676719689780223,0.426333404561541,44.03125,0.0923087002096436,62.1724453946458,37.8993856941011,0.251683249833476,0.505697877223966,4,0.303254437869823
"ETP31",79,63,16,393,4.9747,0.3899,23.5625,18.7687,5.9841,3.5718,0.00616135775066242,0.480585904551669,43.5063291139241,0.0467809990472302,82.5423723245114,55.9491719110979,0.426530704123244,0.644757184388662,3,0.212616707357401
"ETP32",80,64,16,443,5.5375,0.4326,26.6875,20.369,6.6719,3.4321,0.006248924059891,0.493665000731389,41.825,0.0442592592592593,84.5998902664572,55.6573234627937,0.28970746134777,0.403450650911014,5,0.20273242325686
"ETP33",76,59,17,328,4.3158,0.327,18.2941,15.3817,5.2712,3.6617,0.00631159141119652,0.473369355839739,42.7763157894737,0.046095167876588,80.2670444200846,58.7213438055147,0.368226956325624,0.535900060396726,4,0.219797148499292
"ETP34",71,63,8,235,3.3099,0.4663,28.375,22.5258,3.6032,1.561,0.00705419217806545,0.493793452464581,37,0.0852534562211981,76.2348430357012,48.7407585123385,0.291013686302556,0.401153789026233,4,0.220341943371694
"ETP35",74,61,13,263,3.5541,0.3317,19.2308,20.2079,4.0984,2.3073,0.00659139780316304,0.481172039630902,40.6756756756757,0.056493993993994,79.5549088984624,55.1747250414576,0.594692015110818,0.810536990243356,4,0.254304
"ETP36",70,63,7,211,3.0143,0.4785,29.1429,23.2123,3.2381,1.5935,0.00727903601870885,0.502253485290911,35.0857142857143,0.0943164362519201,77.1450185527899,50.9397812589302,0.325507942810181,0.47353407564056,4,0.23733660130719
"ETP38",77,59,18,328,4.2597,0.3089,17.2222,15.0002,5.2542,4.0369,0.00617845171473805,0.469562330320092,44.025974025974,0.0446510892758357,81.8316513585641,57.2667034208997,0.39731694573858,0.513916854074589,5,0.234120707596254
"ETP40",76,63,13,301,3.9605,0.3675,22.1538,19.1479,4.5714,2.9769,0.00647278282999027,0.48545871224927,40.8552631578947,0.0549129881154499,83.5180506960904,55.1883924309712,0.321886971309058,0.417970732657619,6,0.246298707561728
"ETP42",63,44,19,242,3.8413,0.2895,11.7368,9.848,5.0682,3.8844,0.00717766467260146,0.445015209701291,39.7619047619048,0.0513719699766211,69.1279788557274,50.3482504514286,0.189134368192491,0.24915061815624,5,0.258420639868085
"ETP43",75,61,14,322,4.2933,0.377,22,19.2554,5.0492,3.1114,0.00657673195251447,0.486678164486071,40.2266666666667,0.0515726495726496,83.5448760731816,58.3799855696004,0.482172729955252,0.762733153414399,4,0.245836144375106
"ETP44",72,59,13,291,4.0417,0.3794,21.3846,15.1687,4.7119,3.3685,0.0068355290232138,0.48532256064818,38.4861111111111,0.0552961366538953,81.308365058075,58.1631818657612,0.264145202929633,0.341882767540621,6,0.216603695460897
"ETP45",91,63,28,474,5.2088,0.2687,15.9286,15.4774,7.0794,5.6463,0.00506144141189678,0.45552972707071,55.2417582417582,0.0329998555805007,80.6246448959033,48.6939684164099,0.394157643800064,0.538289123642763,5,0.251141185223914
"ETP46",89,64,25,427,4.7978,0.2669,16.08,17.0878,6.2812,4.1575,0.00515755886962443,0.45386518052695,54.6292134831461,0.0361304321978479,74.5655171155097,42.7440718928738,0.482899543942045,0.619069008755369,5,0.260340090591817
"ETP47",86,64,22,432,5.0233,0.3068,18.6364,16.2614,6.4062,4.367,0.00541125702689908,0.459956847286422,51.3372093023256,0.0388036351491501,73.3498563635823,45.4890482154612,0.272802780677952,0.394831573524285,4,0.246400951814397
"ETP49",82,64,18,387,4.7195,0.3359,20.5,17.8828,5.7656,3.5978,0.00576621847159715,0.467063696199369,47.719512195122,0.0445560337956321,75.2899318491029,47.6644435180384,0.391061815625705,0.520829845582218,4,0.234971834813199
"ETP5",90,64,26,492,5.4667,0.2957,17.9231,16.7402,7.2812,5.3258,0.00516873147687808,0.460017101442149,53.7666666666667,0.0341375661375661,80.5634142958832,49.5147660467597,0.491318285887931,0.735962112052559,3,0.248282340805688
"ETP50",93,64,29,475,5.1075,0.2559,15.3793,16.5776,6.9688,4.9569,0.00487326564148176,0.448340439016322,58.3870967741935,0.0330992612098603,77.6281052226384,45.8081652488952,0.519636037999187,0.831389619699689,3,0.248014237165436
"ETP52",92,63,29,471,5.1196,0.2578,15.2414,15.4126,7.0159,5.3656,0.00484954594071619,0.441308680605173,59.5108695652174,0.0342804548186736,73.0792514697241,44.0824825117205,0.408094689891788,0.555742108284745,4,0.260232181978256
"ETP55",88,64,24,455,5.1705,0.2962,17.9583,18.9197,6.7344,4.4159,0.00533137209204895,0.463829372008259,51.9772727272727,0.0358711336972206,82.8993933767457,50.165300619664,0.34817093412869,0.460608308127858,5,0.251290636893643
"ETP56",88,62,26,371,4.2159,0.2301,13.2692,12.8858,5.5645,4.6434,0.00502070439138634,0.436801282050612,57.6136363636364,0.037779433681073,67.8730755487365,42.3392851408319,0.340170779838762,0.716386368915246,3,0.271993278722958
"ETP63",81,62,19,319,3.9383,0.2708,15.7895,15.5083,4.8387,3.4555,0.00568531764826895,0.454825411861516,49.3086419753086,0.0449076885021026,73.5863028273629,47.1065128039706,0.48500497751816,0.62252762458998,6,0.249611111111111
"ETP65",78,63,15,337,4.3205,0.3566,21.4667,19.5699,5.1111,2.8404,0.00618681225172316,0.476384543382683,43.7179487179487,0.0503663003663004,79.7099485325151,54.0835486116738,0.326467199900356,0.440468282507675,4,0.219638517032522
"ETP66",88,62,26,370,4.2045,0.2295,13.2308,13.8919,5.5484,4.4965,0.00506794391185795,0.440911120331642,56.6590909090909,0.0371535022354694,70.6028999398097,44.8732642038207,0.437462716595289,0.653103180963312,4,0.276500811249324
"ETP67",87,62,25,371,4.2644,0.2394,13.84,14.0644,5.5806,4.5288,0.0051615102337694,0.443889880104168,55.3448275862069,0.0378038439796495,71.6611758410444,45.0992722518282,0.327749248111156,0.457665090809848,5,0.257024959069798
"ETP68",77,62,15,262,3.4026,0.2817,16.4667,16.7198,3.9839,2.989,0.00607204756533128,0.461475614965177,45.6363636363636,0.0534383649137747,78.9459443113462,51.9838135962819,0.358387451309949,0.467925628975875,4,0.265452638135357
"ETP69",82,62,20,320,3.9024,0.2581,15,15.5055,4.8387,3.9054,0.00558612731911555,0.452476312848359,50.4024390243902,0.0434878680106905,78.1762800782946,48.3377847169294,0.500264499026571,0.766079631901955,5,0.249477777777778
"ETP70",87,63,24,385,4.4253,0.2546,15.0417,17.0332,5.7302,4.3262,0.0052929701685977,0.455195434499403,53.1149425287356,0.0372475052796183,82.7509435532386,51.6374417981936,0.468900023875305,0.611293679053312,5,0.270838928491954
